cluster_id,concept,count
792,feature (linguistics),1
792,class (philosophy),1
792,machine learning,1
792,process (computing),1
792,data modeling,1
793,everyday life,2
793,reminiscence,1
793,computer science,1
793,psychology,1
793,natural (archaeology),1
793,artificial intelligence,1
793,natural language processing,1
793,cognitive psychology,1
793,archaeology,1
793,political science,1
794,equivariant map,2
794,contextual image classification,2
794,overfitting,1
794,computer science,1
794,homogeneous space,1
794,artificial intelligence,1
794,exploit,1
794,qubit,1
794,quantum,1
794,convolutional neural network,1
795,health literacy,2
795,digital health,2
795,digital literacy,2
795,transformative learning,1
795,literacy,1
795,latent dirichlet allocation,1
795,topic model,1
795,health care,1
795,political science,1
795,public relations,1
796,latent dirichlet allocation,1
796,topic model,1
796,bigram,1
796,computer science,1
796,artificial intelligence,1
796,natural language processing,1
796,trigrambigram,1
797,computer science,1
797,process (computing),1
797,natural (archaeology),1
797,mathematics education,1
797,closed-ended question,1
797,artificial intelligence,1
797,natural language processing,1
797,psychology,1
797,linguistics,1
797,history,1
798,chatbot,2
798,interface (matter),2
798,computer science,1
798,cohesion (chemistry),1
798,narrative,1
798,scripting language,1
798,quality (philosophy),1
798,world wide web,1
798,multimedia,1
798,linguistics,1
799,convolutional neural network,1
799,inversion (geology),1
799,workflow,1
799,geology,1
799,computer science,1
799,artificial neural network,1
799,geophysics,1
799,algorithm,1
799,computational science,1
799,artificial intelligence,1
800,zero waste,2
800,net (polyhedron),2
800,stakeholder,1
800,zero (linguistics),1
800,business,1
800,systematic review,1
800,economics,1
800,political science,1
800,engineering,1
800,management,1
801,benchmarking,2
801,speedup,2
801,computer science,1
801,benchmark (surveying),1
801,artificial intelligence,1
801,inference,1
801,convolutional neural network,1
801,task (project management),1
801,artificial neural network,1
801,object (grammar),1
802,government (linguistics),1
802,coronavirus disease 2019 (covid-19),1
802,computer science,1
802,business,1
802,mobile telephony,1
802,e-government,1
802,telecommunications,1
802,internet privacy,1
802,knowledge management,1
802,world wide web,1
803,knowledge translation,2
803,social media,1
803,microblogging,1
803,public relations,1
803,the internet,1
803,government (linguistics),1
803,internet privacy,1
803,digital media,1
803,computer science,1
803,knowledge management,1
804,law enforcement,1
804,business,1
804,computer security,1
804,service (business),1
804,government (linguistics),1
804,criminology,1
804,enforcement,1
804,law,1
804,internet privacy,1
804,political science,1
805,spelling,1
805,computer science,1
805,artificial intelligence,1
805,data science,1
805,linguistics,1
805,philosophyspelling,1
806,pterygium,1
806,convolutional neural network,1
806,computer science,1
806,artificial intelligence,1
806,optometry,1
806,medicine,1
806,computer vision,1
806,ophthalmologypterygium,1
807,latvian,1
807,agency (philosophy),1
807,order (exchange),1
807,service (business),1
807,business,1
807,labour economics,1
807,state (computer science),1
807,economics,1
807,economy,1
807,finance,1
808,computer science,1
808,natural language processing,1
808,linguistics,1
808,philosophy,1
809,charisma,1
809,selection (genetic algorithm),1
809,signal (programming language),1
809,communication,1
809,speech recognition,1
809,psychology,1
809,acoustics,1
809,computer science,1
809,artificial intelligence,1
809,political science,1
810,baseline (sea),2
810,feature (linguistics),2
810,sequence (biology),2
810,attention network,2
810,computer science,1
810,cascade,1
810,snapshot (computer storage),1
810,representation (politics),1
810,graph,1
810,artificial intelligence,1
811,preprint,1
811,computer science,1
811,natural (archaeology),1
811,natural language,1
811,world wide web,1
811,internet privacy,1
811,data science,1
811,psychology,1
811,natural language processing,1
811,archaeology,1
812,health care,1
812,business,1
812,economic shortage,1
812,sustainable development,1
812,resource (disambiguation),1
812,public relations,1
812,medicine,1
812,economic growth,1
812,political science,1
812,computer science,1
813,scope (computer science),1
813,terminology,1
813,computer science,1
813,categorization,1
813,taxonomy (biology),1
813,human–computer interaction,1
813,artificial intelligence,1
813,robot,1
813,task (project management),1
813,scalability,1
814,odometry,2
814,sensor fusion,2
814,ranging,1
814,transformation (genetics),1
814,artificial intelligence,1
814,computer science,1
814,computer vision,1
814,fusion,1
814,mobile robot,1
814,robot,1
815,artificial intelligence,1
815,convolutional neural network,1
815,robot,1
815,robotics,1
815,computer science,1
815,rgb color model,1
815,computer vision,1
815,identification (biology),1
815,field (mathematics),1
815,image processing,1
816,rna-seq,1
816,computer science,1
816,cluster analysis,1
816,artificial intelligence,1
816,fusion,1
816,pattern recognition (psychology),1
816,data mining,1
816,computational biology,1
816,biology,1
816,transcriptome,1
817,orthopedic surgery,1
817,medicine,1
817,convolutional neural network,1
817,radiography,1
817,artificial intelligence,1
817,radiology,1
817,surgery,1
817,computer science,1
818,quality (philosophy),1
818,computer science,1
818,fusion,1
818,psychology,1
818,mathematics education,1
818,artificial intelligence,1
818,physics,1
818,linguistics,1
818,philosophy,1
818,quantum mechanics,1
819,computer science,1
819,convolutional neural network,1
819,malware,1
819,android malware,1
819,residual,1
819,artificial intelligence,1
819,android (operating system),1
819,machine learning,1
819,data mining,1
819,computer security,1
820,divergence (linguistics),2
820,kullback–leibler divergence,2
820,mnist database,1
820,embedding,1
820,nonlinear dimensionality reduction,1
820,computer science,1
820,k-nearest neighbors algorithm,1
820,dimensionality reduction,1
820,preprocessor,1
820,curse of dimensionality,1
821,mainstream,2
821,promotion (chess),2
821,smart city,1
821,business,1
821,big data,1
821,government (linguistics),1
821,the internet,1
821,service (business),1
821,telecommunications,1
821,computer science,1
822,computer science,1
822,apprenticeship,1
822,machine learning,1
822,artificial intelligence,1
822,field (mathematics),1
822,artificial neural network,1
822,systematic review,1
822,data science,1
822,process (computing),1
822,kinematics,1
823,mel-frequency cepstrum,2
823,feature (linguistics),2
823,feature vector,2
823,cepstrum,1
823,pipeline (software),1
823,speech recognition,1
823,energy (signal processing),1
823,pattern recognition (psychology),1
823,support vector machine,1
823,computer science,1
824,depression (economics),1
824,cancer,1
824,computer science,1
824,natural language processing,1
824,psychology,1
824,medicine,1
824,internal medicine,1
824,economics,1
824,macroeconomicsdepression,1
825,aphasiology,1
825,aphasia,1
825,computer science,1
825,psychology,1
825,linguistics,1
825,cognitive psychology,1
825,philosophyaphasiology,1
826,segmentation,1
826,computer science,1
826,artificial intelligence,1
826,pattern recognition (psychology),1
826,frame (networking),1
826,convolutional neural network,1
826,cardiac cycle,1
826,computer vision,1
826,cardiology,1
826,medicine,1
827,computer science,1
827,trajectory,1
827,real-time computing,1
827,data collection,1
827,transformer,1
827,internet of things,1
827,computer network,1
827,embedded system,1
827,electrical engineering,1
827,voltage,1
828,travelling salesman problem,1
828,reinforcement learning,1
828,convolutional neural network,1
828,computer science,1
828,deep learning,1
828,artificial intelligence,1
828,2-opt,1
828,set (abstract data type),1
828,decomposition,1
828,mathematical optimization,1
829,capital intensity,2
829,carbon fibers,2
829,industrial revolution,2
829,intensity (physics),1
829,population,1
829,government (linguistics),1
829,artificial intelligence,1
829,industrial organization,1
829,economics,1
829,engineering,1
28,state of health,2
28,data pre-processing,2
28,battery (electricity),1
28,convolutional neural network,1
28,feature (linguistics),1
28,preprocessor,1
28,computer science,1
28,voltage,1
28,artificial neural network,1
28,pattern recognition (psychology),1
29,health indicator,2
29,economic shortage,2
29,state of health,1
29,estimation,1
29,health management system,1
29,battery (electricity),1
29,risk analysis (engineering),1
29,computer science,1
29,reliability engineering,1
29,engineering,1
4,feature (linguistics),2
4,anomaly (physics),2
4,black box,2
4,interpretability,1
4,computer science,1
4,anomaly detection,1
4,feature selection,1
4,artificial intelligence,1
4,selection (genetic algorithm),1
4,machine learning,1
5,dialectic,2
5,argumentation framework,2
5,probabilistic argumentation,2
5,argumentation theory,1
5,argument (complex analysis),1
5,semantics (computer science),1
5,rotation formalisms in three dimensions,1
5,computer science,1
5,epistemology,1
5,context (archaeology),1
